HIP,Vmag,Plx,e_Plx,B-V,SpType
17883,8.27,2.95,1.14,1.061,G5          
17884,4.39,3.38,0.63,1.87,M1III       
17885,9.65,1.59,1.98,0.482,F3V         
17886,5.14,10.96,0.81,0.057,A3V         
17887,9.01,16.13,1.23,0.582,G2V         
17888,8.58,29.96,1.1,0.822,K1V         
17889,7.45,3.17,0.63,1.45,M5/M6III    
17890,9.33,8.33,3.49,-0.07,A2IIev comp 
17891,5.82,14.11,0.64,0.189,A5Vn        
17892,7.01,10.12,1.04,0.033,B9          
17893,7.05,3.99,0.71,1.066,G8III       
17894,12.11,9.44,2.34,1.07,K0          
17895,7.22,18.21,0.85,0.587,G0          
17896,8.9,2.67,1.16,1.211,G5          
17897,9.18,16.14,1.07,0.682,G2V         
17898,9.55,3.82,1.47,0.467,F5          
17899,7.52,6.21,1.15,0.921,G5          
17900,6.17,8.58,0.93,-0.046,B8V         
17901,8.21,9.7,1.08,0.473,F2III       
17902,9.06,1.32,0.98,1.138,K2III:      
17903,8.89,21.7,1.22,0.817,G8V         
17904,8.07,3.86,1.06,1.273,G5          
17905,8.96,0.55,1.26,0.37,A0IV        
17906,8.61,4.61,1.16,1.004,K0III       
17907,6.77,6.84,1.12,-0.026,B9          
17908,7.8,5.51,1.28,1.31,K0          
17909,8.48,2.71,1.68,1.713,K5          
17910,9.69,4.93,1.75,1.015,G5          
17911,9.5,3.12,1.57,0.388,A0          
17912,7.35,4.99,0.63,0.177,A5/A6V      
17913,8.99,2.47,1.26,0.649,G5          
17914,10.2,-1.93,2.49,0.501,F5          
17915,9.47,4.39,3.65,1.194,K2          
17916,9.87,9.73,1.42,0.658,G5          
17917,8.09,13.15,1.16,0.514,G0          
17918,9.26,5.4,2.06,0.628,F5          
17919,8.22,8.35,1.16,0.6,F7V         
17920,8.62,3.47,1.32,1.03,K0          
17922,8.63,3.67,0.98,0.915,G8III       
17921,6.05,10.14,0.9,-0.006,B8III       
17923,6.73,6.3,1.46,0.063,A0V...      
17924,12.28,5.03,5.59,1.22,K5          
17925,6.93,5.46,0.63,0.913,G8III       
17926,9.02,6.32,1.1,0.542,F7V         
17927,9.9,8.41,1.6,0.665,G0          
17928,7.29,26.91,1.13,0.538,F5          
17929,7.35,7.34,0.89,0.984,K0          
17930,6.61,12.8,0.95,0.275,F0          
17931,9.55,8.2,0.91,0.602,G3V         
17932,5.65,9.41,0.85,0.779,G2III...    
17933,8.29,0.91,0.8,1.69,C           
17934,8.13,1.54,0.81,1.368,K3III       
17935,8.22,3.25,1.32,0.526,F0          
17936,7.72,30.74,1.36,0.684,G0          
17937,7.82,3.25,1.03,0.119,A0          
17938,8.12,6.81,0.96,0.959,K2III       
17939,7.89,5.18,0.87,1.192,K1III       
17940,8.47,3.1,0.94,1.322,K0          
17941,8.9,3.02,1.17,0.085,A0          
17942,8.4,5.11,0.99,0.23,A5V         
17945,9.34,5.29,1.63,0.409,F2          
17944,8.55,10.22,1.19,0.41,F5          
17943,6.77,11.59,0.96,0.321,F0          
17946,7.38,5.69,0.95,0.019,A0V         
17947,8.45,2.97,0.7,1.435,K3III       
17948,9.16,5.5,1.38,0.504,F3/F5V      
17949,8.95,7.41,1.24,0.38,F2V         
17950,6.47,22.22,0.97,0.435,F2          
17951,6.93,4.43,0.68,1.54,K5III       
17952,7.53,3.65,1.16,1.109,K1II        
17953,8.94,0.74,0.81,1.678,M1          
17954,5.24,16.96,0.82,0.231,A2V         
17955,7.35,3.55,0.6,1.526,M0III       
17956,9.85,33.74,1.66,1.223,K7          
17957,7.75,2.07,0.93,1.22,K0          
17958,9.34,6.21,1.53,0.51,F6V         
17959,4.59,9.73,0.55,0.064,A2IVn       
17960,7.5,21.5,1.03,0.653,G0          
17961,8.53,2.65,1.24,0.471,F0          
17962,9.46,21.37,1.62,0.782,K0Vea + DA  
17963,6.97,2.34,0.98,0.248,B1IV        
17964,8.66,3.17,0.78,1.095,K0III       
17965,8.18,12.79,1.04,0.45,F5          
17966,8.59,4.96,1.08,0.404,A0          
17967,9.54,0.48,1.43,0.199,A           
17968,7.77,2.24,0.66,1.674,M2III       
17969,7.17,3.24,0.96,1.503,K5III       
17970,9.57,17.84,0.83,0.752,G8V         
17971,8.8,2.03,1.28,0.356,A0V         
17972,11.53,28.85,3.02,2.3,M3          
17973,9.3,15.44,1.29,0.789,K0          
17974,8.85,1.52,0.83,1.423,K3/K4       
17975,8.71,2.92,0.86,1.077,K1III       
17976,7.02,2.01,0.75,1.506,K4III       
17977,7.74,13.48,1.31,0.553,F6V         
17978,8.61,37.45,0.85,0.913,K2V         
17979,9.31,3.79,2.01,0.642,G3V         
17980,8.73,2.07,1.14,0.23,A3          
17981,8.02,7.81,0.61,0.337,F0IV        
17982,6.86,7.05,0.62,-0.044,B9.5V       
17983,9.12,6.11,1.46,0.479,F2          
17984,9.6,12.41,1.08,0.734,G6/G8IV/V   
17985,9.11,3.41,1.04,0.736,G0          
17986,8.56,2.25,1.88,0.18,B5          
17987,8.16,13.68,0.99,0.686,G0          
17988,6.6,15.35,0.78,0.398,F0          
17989,8.38,10.1,1.06,0.456,F8V         
17990,8.1,0.47,0.73,-0.032,B8          
17991,8.85,0.17,1.23,0.345,A2          
17992,8.34,3.88,0.68,1.089,K0III       
17993,7.05,3.27,0.67,1.363,M5III       
17994,8.22,3.47,1.04,1.05,K0III       
17995,8.04,7.51,1.16,0.525,F5          
17996,9.41,9.14,1.66,0.508,F8          
17997,9.39,11.99,1.18,0.77,G8V         
17998,7.84,1.82,1.12,-0.011,B9          
17999,6.95,9.83,1,0.078,A2V         
18000,10.33,4.1,3.78,1.14,G5          
18001,8.68,4.14,1.12,1.146,K0          
18002,8.26,13.2,1.14,0.513,F8V         
18003,8.46,3.82,1.17,0.595,F5          
18004,8.88,7.81,1.15,0.446,F5          
18005,9.12,2.25,0.93,0.98,G8III       
18006,8.99,3.35,0.74,1.024,K0III       
18007,7.95,7.73,1.31,0.498,F8          
18008,9.29,2.93,1.45,0.468,A2          
18009,8.22,4.38,0.74,0.209,A6V         
18010,7.68,4.5,0.91,1.38,K4III       
18011,7.89,13.8,0.72,0.448,F5V         
18012,7.11,5,0.73,0.919,K0          
18014,9.1,5.64,1.68,0.433,A2          
18015,9.27,2.57,1.5,0.37,F0          
18016,8.31,3.59,1.41,0.905,G5          
18017,9.21,1.06,0.88,1.191,            
18018,10.17,24.72,4.62,1.16,K7          
18019,8.01,5.37,0.72,0.401,F2III       
18020,8.32,3,1.04,0.309,A2m...      
18021,8.52,9.64,1.08,0.564,F8V         
18022,7.67,6.81,0.96,0.993,G5          
18023,9.51,8.29,1.58,0.486,F8IV        
18024,8.88,6.6,1.24,0.433,F2          
18025,10.74,1.13,2.98,0.685,G0          
18026,9.1,6.44,1.12,0.387,A5          
18027,9.4,5.55,0.91,0.423,F5V         
18028,8.11,5.71,1.08,0.33,A2          
18029,8.69,1.73,5,0.038,A0V+...     
18030,7.53,3.88,0.87,1.292,K2III       
18032,9.08,9.04,0.76,0.489,F6w...      
18033,6.3,7.36,0.89,-0.058,B9p Si      
18034,9.28,5.92,1.06,0.465,F5V         
18035,8.39,2.45,1.05,0.28,A0          
18036,8.13,8.21,0.9,0.528,F5V         
18037,9.12,6.32,1.23,0.28,A5          
18038,8.87,-0.59,1.53,1.294,K2          
18039,10.02,1.95,2.13,0.544,F5          
18040,7.66,1.62,0.85,1.128,K0III       
18041,9.57,7.12,0.95,0.485,F6V         
18042,9.25,7.47,1.15,0.457,F2V         
18043,8.98,8.17,0.82,0.448,F5V         
18044,8.41,2.53,1.06,0.917,G8/K0III    
18046,6.79,4.76,0.83,0.16,A2          
18047,8.88,5.18,1.21,0.413,G           
18048,7.57,3.16,0.75,1.388,M4III       
18049,9.09,4.11,1.21,0.512,G0          
18050,8.86,7.56,1.47,0.38,F2V         
18051,9.16,6.82,1.28,0.446,F2          
18052,6.59,5.23,0.76,1.058,K0IIICN...  
18053,8.31,5.59,1.18,0.228,A3          
18054,9.07,2.34,0.96,0.962,G5          
18055,7.48,5.11,0.6,0.92,G8IV        
18056,7.71,7.93,0.94,1.043,K0III       
18057,8.52,1.66,1.11,1.048,G5          
18058,11.82,5.71,3.43,1.036,K7          
18059,6.71,8.64,1.02,1.12,K0III       
18060,11.75,18.13,3.13,1.356,            
18061,8.63,3,1.04,0.493,F2          
18062,8.03,2.67,1.01,0.25,A2          
18063,8.27,2.64,1.17,0.173,A0          
18064,10.8,9.85,1.45,0.671,            
18065,9.59,7.72,1.02,0.734,G3V         
18067,6.31,3.97,0.62,-0.057,B9IVp       
18066,6.7,6.56,0.57,0.283,A8III/IV    
18068,7.99,4.36,1.67,1.007,G8/K0III    
18069,7.88,13.01,0.64,0.569,F8V         
18070,7.49,7.39,0.74,0.238,A3          
18071,11.51,21.41,3.01,1.194,M0          
18072,8.37,8.16,1.2,0.306,A2          
18073,8.89,-0.17,1.47,0.99,G0          
18074,8.62,4.51,1.04,0.368,F0          
18075,8.38,13.3,0.95,0.584,F8V         
18076,11.72,5.06,7.07,1.194,K7          
18077,9.22,2.93,1.64,0.13,A0          
18078,7.86,5.31,0.65,0.402,F5III       
18079,9.11,8.48,1.01,0.698,G5V         
18080,8.31,6.12,1.11,0.412,F2          
18081,5.78,3.15,0.84,-0.036,B1V         
18082,9.97,4.91,1.69,0.532,G0          
18084,9.56,5.96,1.02,0.557,G0V         
18083,7.32,3.52,1.01,1.626,M2III       
18085,10.94,22.01,2.59,1.125,            
18086,8.93,5.35,1.38,0.264,A2/A3IV     
18087,9.38,11.43,1.47,0.57,G2V         
18088,6.91,2.42,0.82,1.384,K0          
18089,5.66,4.63,1.49,0.046,B5V         
18090,9.47,29.52,1.28,1.07,K5          
18091,10.5,7.71,1.89,0.635,            
18092,8.23,5.77,1.16,0.458,F0          
18093,9.22,11.78,2.43,0.706,G5V         
18094,6.22,7.93,0.83,0.206,A5V         
18095,7.57,4.73,1.52,0.2,A2          
18096,9.35,11.19,1.65,0.612,G0          
18097,7.57,37.25,1.19,0.684,G0          
18098,8.53,11.11,1.33,0.512,F5          
18099,8.84,2.46,1.25,0.069,A2          
18100,7.9,1.36,0.95,1.567,K2          
18101,7.91,2.67,0.77,0.868,G5/G6III    
18102,7.73,12.53,0.96,0.533,F5          
18103,9.21,2.9,1.28,0.398,F5          
18104,6.77,4.58,0.9,0.005,B9          
18106,6.77,25.34,0.89,0.583,G0          
18105,10.19,1.49,2.87,1.122,            
18107,8.71,2.75,0.8,1.189,K1III       
18108,8.95,3.06,1.35,0.49,B8          
18109,6.82,9.3,0.86,0.22,A2          
18110,8.26,4.75,1.14,0.151,A0          
18111,7.43,2.04,1,0.044,B2V         
18112,8.87,7.58,1.05,0.828,G8/K0V      
18113,6.73,3.98,0.74,0.161,A2          
18114,8.56,3.31,0.84,0.466,F3III/IV    
18115,11.44,42.09,6.17,1.523,            
18116,7.94,5.49,1.4,0.21,A0          
18117,9.88,6.55,1.62,0.578,F8          
18118,8,4.85,0.87,1.198,K0          
18119,8.6,3.68,1.28,1.256,K0          
18120,8.89,6.79,0.88,0.288,A5III       
18121,9.47,3.93,0.89,0.5,F6V         
18122,6.74,13,0.94,0.399,F0          
18123,7.18,7.02,1.02,1.064,G5          
18124,8.68,2.84,1.33,1.54,M1/M2III    
18125,8.76,0.2,1.17,2.153,M0          
18127,8.99,6,1.38,0.529,F5          
18126,7.67,2.79,0.94,1.08,G8/K0IV     
18128,9.37,5.71,1.31,0.427,F5          
18129,7.39,4.13,0.78,0.351,F0          
18130,10.29,0.53,1.86,0.388,A2          
18131,9.48,5.33,1.13,0.529,            
18132,9.69,-0.63,1.52,0.19,A0          
18133,8.14,6.95,1.09,0.481,F2          
18134,8.69,3.1,0.84,1.046,K2III       
18135,8.86,10.05,1.37,0.58,F8          
18137,8.44,3.14,0.83,1.218,K2III:      
18136,9.68,9.99,0.95,0.674,G5IV/V      
18138,6.73,8.11,0.78,0.896,K0          
18139,7.59,4.43,0.71,1.267,K3III       
18140,10.84,4.66,2.15,0.723,G5          
18141,5.48,6.49,0.91,-0.09,B8+...      
18142,7.32,5.13,0.79,0.948,G0          
18143,9.19,4.72,1.32,0.51,F5          
18144,9.71,2.9,2.95,0.606,F8          
18145,8.97,4.69,1.37,1.309,K0          
18146,8.23,8.77,1.17,0.385,A3          
18147,7.69,5.61,1.13,1.126,K0          
18148,8.34,2.93,0.89,0.107,A0          
18149,10.44,4.91,2.07,0.63,A2          
18150,9.82,16.39,1.21,0.75,K0V         
18151,8.36,0.29,1.23,0.4,B1III       
18152,9.51,1.86,1.59,0.149,A0          
18153,7.09,10.91,0.87,0.304,A9V         
18154,9.44,8.57,1.57,0.48,F8          
18155,8.62,8.58,0.82,0.337,F0V         
18156,9.78,0.69,1.57,0.24,A0          
18157,8.34,8.86,0.73,1.075,K1III/IV    
18158,7.92,8.58,1.71,1.058,G5          
18159,7.7,5.05,1.01,1.297,K1III       
18160,7.91,3.15,0.97,0.093,A0III       
18161,8.77,4.54,1.22,0.46,F2          
18162,8.82,2.58,1.16,1.063,K0          
18163,8,11.45,1.1,0.644,G0IV        
18164,7.51,8.62,0.95,0.41,F5          
18165,8.97,3.17,2.27,1.473,M4.5        
18166,8.54,-0.4,1.99,0.117,B9          
18167,8.39,4,1.17,1.12,G8III       
18168,8.42,3.6,1.16,0.933,G8IV/V      
18169,6.56,2.31,0.83,-0.088,B9          
18170,5.97,24.14,0.9,0.354,F4V         
18171,8.23,7.39,1.48,0.402,F0...       
18172,8.05,1.91,0.93,0.176,B5          
18173,6.21,4.67,0.81,0.866,K0/K1III+.. 
18174,7.47,12.75,0.95,0.515,F8IV        
18175,10.24,4.16,2.18,0.21,            
18176,9.23,8.81,1.47,0.555,G0          
18177,8.62,3.06,1.09,0.219,A3          
18178,9.44,5.21,1.35,0.61,F5          
18179,9.08,7.62,2.8,0.511,F5V         
18180,12.13,39.48,2.69,1.45,K:          
18181,8.29,3.68,1.54,1.54,K2          
18182,8.68,0.85,1.28,0.06,A0          
18183,7.75,1.89,0.58,-0.12,B6V         
18184,8.99,6.51,0.86,0.561,F7V         
18185,7.6,0.04,1.14,1.126,K0          
18186,7.89,3.59,0.98,0.999,K0          
18187,7.22,24.16,0.68,0.53,F6V         
18188,7.46,4.68,0.98,1.309,G5          
18189,8.3,3.93,1.07,0.3,A0          
18190,6.72,8.13,0.96,-0.05,B9          
18191,9.03,5.73,1.33,0.558,F8V         
18192,6.93,3.32,0.8,1.568,K4III       
18194,7.84,7.29,1.16,0.24,A2          
18195,9.15,0.94,1.23,1.476,K2          
18196,8.83,3.38,1.34,0.083,A0          
18197,10.79,2.93,5.36,0.506,F5          
18198,8.23,2.49,0.72,1.635,M0/M1III    
18199,5.93,9.06,0.56,1.22,K3III       
18201,6.35,6.82,0.97,0.11,A2V         
18202,7.91,3.82,0.69,0.962,K0IIICN...  
18203,8.54,6.11,1.32,0.594,F5          
18204,9.19,12.53,1.35,0.672,G0          
18205,9.22,2.09,1.31,0.967,G5          
18206,8.17,1.81,0.87,0.949,G8III       
18207,8.44,10.08,1.2,0.54,F6V         
18208,7.89,8.98,1.05,0.84,G8V         
18210,7.75,3.26,0.88,0.575,F8          
18209,7.99,2.15,0.75,0.919,G5          
18211,9.46,6.26,0.89,0.334,F0V         
18212,5.76,7.58,0.78,1.04,K0III       
18213,5.11,9.19,0.56,-0.133,B6/B7V      
18214,8.58,4.65,1.12,0.241,A0          
18215,8.55,2.42,1.07,0.11,B9V         
18216,4.64,8.46,0.75,-0.136,B5V         
18217,5.8,19.14,0.69,0.182,A5m         
18218,8.15,15.76,1.95,0.624,G0V         
18219,8.84,-1.04,1.86,0.345,A2          
18220,8.25,9.72,1.19,0.498,F5          
18221,9.56,6.86,1.49,0.529,F8          
18222,8.27,6.26,1.31,1.068,K0          
18223,7.94,2.01,1.08,1.326,K2III       
18224,9.22,4.01,1.21,1.024,G5          
18225,7.92,3.5,0.75,1.104,K0III       
18227,8.95,5.17,1.34,0.516,F5          
18226,10.8,1.5,2.19,0.54,G0          
18228,8.53,4.94,1.23,1.177,G5          
18229,8.66,2.38,0.79,1.358,K3III       
18230,7.48,1.35,1.01,1.049,G8II        
18231,9.03,3.2,1.13,1.079,K0          
18232,7.76,3.68,0.72,1.045,G5          
18233,7.77,8.04,0.99,0.246,A5III/IV    
18234,10.17,5.29,1.83,0.471,F8          
18235,6.68,15.87,0.81,0.82,G8IV/V      
18236,7.33,5.34,1.03,1.04,K0III       
18237,7.9,5.19,1.03,1.161,K0          
18238,8.29,3.23,0.89,0.296,A3          
18239,9.61,9.1,1.69,0.643,G0          
18240,8.84,4.54,1.1,0.278,A           
18241,8.8,2.05,0.92,1.244,K2III       
18242,8.61,2.44,1.28,1.903,K5          
18243,8.6,3.99,1.22,0.115,B9          
18244,11.16,8.69,3.13,0.547,F5          
18245,8.39,2.39,1.09,1.094,K0          
18246,2.84,3.32,0.75,0.271,B1Ib        
18247,9.46,4.21,1.32,0.559,F7V         
18248,8.88,5.68,1.35,0.298,A7V         
18249,9.66,5.75,1.26,0.564,F7V         
18250,9.64,1.93,1.37,0.441,F8          
18251,9.57,4.96,1.6,0.53,F8          
18252,8.72,4.1,1.61,1.004,G5          
18253,11.94,24.61,3.43,1.46,M0V:        
18254,6.99,6.93,0.74,0.197,A4IV        
18255,4.46,9.46,0.86,0.672,G8III       
18256,9.79,6.19,1.59,0.552,F8V         
18257,9,6.73,1.38,0.339,A2          
18258,9.55,3.68,1.43,0.523,A0          
18259,9.01,2.5,1.06,0.237,A2          
18260,8.64,-0.69,2.63,1.291,F5-G1Ib + A:
18261,7.97,22.13,1.23,0.631,G0          
18262,5.7,6.32,0.57,0.599,K0III...    
18263,10.94,6.64,2.81,0.714,            
18264,8.93,4.08,1.42,0.323,            
18265,7.44,7.17,1.14,0.409,F3II-III    
18266,10.96,10.26,2.56,0.737,            
18267,6.81,48.36,1.02,0.719,G0          
18268,8.28,3.47,1.08,0.395,F0          
18270,8.29,3.23,1.43,-0.4,B8          
18269,8.79,10.81,1.19,0.491,F6V         
18271,8.21,13.61,1.2,0.641,G3V         
18272,8.01,4.29,1.94,0.187,A0IV/V      
18273,10.79,10.1,2.78,0.749,G5          
18274,7.55,5.95,1.02,1.107,G5          
18275,6.46,9.33,0.52,0.158,A4V         
18276,7.97,3.8,1.08,0.994,G5          
18277,7.06,8.41,0.91,0.365,F2          
18278,9.29,0.79,1.21,1.272,K2III:      
18279,8.58,4.15,1.02,1.214,K0          
18280,9.02,64.9,1.18,1.366,M0V         
18281,8.58,9.47,1.22,0.466,F3V         
18282,8.16,1.27,0.97,1.549,K0          
18283,8.33,4.44,1.09,0.15,B9          
18284,11.24,-3.67,3.69,1.78,M0          
18285,9.1,5.78,1.36,0.564,F8          
18286,6.9,10.69,0.63,0.156,A3V         
18287,8.56,0.3,1.15,1.576,K2          
18288,9.48,3.22,0.92,0.386,F3V         
18289,8.13,3.57,1.16,0.127,A0          
18290,8.78,4.08,1.16,0.226,A0          
18291,9.97,-0.99,1.68,1.499,M2/M3       
18292,6.8,7.13,0.91,0.975,G5          
18293,8.4,15.02,1.45,0.581,G5          
18294,8.85,1.5,0.97,1.049,G8/K0III    
18295,8.84,-0.66,1.16,0.08,A0          
18296,7.95,3.25,1.13,0.048,B9          
18297,7.42,8.98,1.13,0.069,A0          
18298,8.99,7.74,1.29,0.429,F3V         
18299,8.8,9.6,1.16,0.457,F3/F5V      
18300,7.66,3.03,0.65,0.019,B9          
18301,8.17,3.32,1.17,1.409,K4/K5III:   
18302,9.37,9.09,1.3,0.637,G3V         
18303,9.11,4.99,0.85,0.577,G0IV        
18304,9.21,8.3,1.43,0.476,F5          
18305,7.7,16.46,0.72,0.456,F6V         
18306,7.95,5.51,0.97,0.287,A7IV        
18307,8.3,1.71,0.7,1.206,K2III       
18308,8.3,2.87,1.29,0.351,A2          
18309,7.87,15.36,1.07,0.683,G1V         
18310,8.55,7.78,0.73,0.611,G0V         
18311,8.44,5.62,1.62,0.677,G0V         
18312,10.61,3.55,2.06,0.574,F8          
18313,8.09,2.95,1.06,1.523,K2          
18314,7.78,9.83,0.94,0.309,A3          
18315,9.45,5.78,1.49,0.27,A5          
18316,9.04,7.65,1.64,0.587,G8V         
18317,8.84,19.11,1.34,0.828,G5          
18318,7.11,3.22,0.93,1.71,M1III       
18319,8.26,3.73,1.1,0.17,A0          
18320,8.05,13.78,1.11,0.737,G5III       
18321,10.07,0.35,1.75,0.513,F0          
18322,10.12,26.49,1.98,1.07,M0          
18323,8.09,2.17,0.68,1.508,K5III       
18324,7.84,46.95,0.95,0.831,K0V         
18325,9.27,10.1,1.25,0.96,G8V         
18326,7.82,2.98,0.97,0.692,F5          
18327,8.99,24.16,1.4,0.895,K2          
18328,9.18,2.38,1.22,0.252,A8V         
18329,8.18,2.98,0.87,1.736,M...        
18330,8.06,2.49,1.04,1.048,K0          
18331,8.22,10.93,1.14,0.463,F5V         
18332,8.06,1.39,0.8,1.085,K0III       
18333,10.48,3.01,1.19,0.487,F3/F5V      
18334,7.74,10.55,0.98,0.386,F0          
18335,8.57,3.24,1.12,1.022,G5          
18336,10.73,-2.16,1.31,1.5,M5/M6IIIe   
18337,6.81,4.18,0.57,-0.029,Ap...       
18338,11.83,0.12,3.7,0.86,B           
18339,5.99,20.41,0.84,0.323,Ap SrEu(Cr) 
18340,9.34,4.2,1.18,0.608,G3V         
18341,9.35,3.97,1.21,0.52,F5          
18342,9.61,2.93,1.4,0.343,A           
18343,8.79,29.04,0.71,0.846,K2V         
18344,8.56,4.33,1.05,0.296,A3          
18345,9.54,4.19,2.65,0.24,A0          
18346,8.4,8.61,1.34,1.01,K0          
18347,8.88,16,1.24,0.608,G0          
18348,8.59,2.23,1.28,1.035,K0III       
18349,8.77,4.45,1.55,0.294,A2III       
18350,6.79,1.21,0.94,0.081,O9.5pe      
18351,8.5,12.77,1.15,0.534,F8V         
18352,7.62,11.34,0.62,0.536,F6/F7V      
18353,6.85,-0.41,0.83,0.486,B3II        
18354,7.69,3.84,1.41,1.032,G5          
18355,7.87,4.28,0.75,1.009,K0IV        
18356,9.36,4.2,0.81,0.089,A0V         
18357,7.52,8.3,0.73,0.185,A4V         
18358,8.84,12.8,1.14,0.552,G5          
18359,8.99,-0.07,1.4,0.205,B9          
18360,8.83,3.69,0.74,0.17,A4V         
18361,7.85,3.37,0.81,1.286,K2/K3III    
18362,9.19,3.51,0.85,0.419,A3mA7-F0    
18363,7.34,5.47,0.86,1.143,K1III       
18364,7.54,11.09,0.82,0.963,K0III       
18365,8.6,3.14,1.46,0.096,A2          
18366,6.82,25.04,0.86,0.518,F5          
18367,10.47,4.33,2.18,0.504,F2          
18368,8.55,8.4,1.41,0.496,F5          
18369,10.1,10.09,1.73,0.575,F8          
18370,6.74,0.48,1.04,0.349,O9IV-V      
18372,8.6,2.87,2.05,0.378,A5          
18373,8.58,4.66,1.17,0.484,F3V         
18374,9.55,5.25,0.9,0.397,F5V         
18375,9.48,4.87,1.5,0.597,G0III       
18376,7.81,7.87,0.65,0.32,F2V         
18378,8.52,5.8,0.68,0.273,A6V         
18379,9.65,5.62,1.12,0.453,F3V         
18380,9.69,2.05,1.57,0.4,B8          
18381,7.72,6.24,0.98,0.42,F2/F3III    
18382,7.43,3.86,0.92,1.286,K2/K3III    
18383,6.92,5.68,0.86,0.286,A7II        
18384,7.89,3.74,0.63,0.054,A0V         
18385,9.7,1.85,2,0.483,F8          
18386,8.88,1.84,1.26,0.202,A0          
18387,7.77,17.84,0.6,0.554,F8V         
18388,7.06,20.54,0.97,0.5,F5          
18389,8.81,8.69,0.91,0.435,F5/F6V      
18390,9,3.31,1.35,0.054,A0          
18391,8.56,9.54,1.11,0.528,F5          
18392,8.65,3.99,2.1,0.21,A0          
18393,9.1,2.16,1.38,0.64,F8          
18394,9.94,1.12,1.72,0.16,A2          
18395,8.7,10.07,1.06,0.593,G0          
18396,5.39,3.86,0.76,-0.073,B6V         
18397,8.64,5.54,1.11,0.24,A0          
18398,9.02,7.62,1.97,1.16,K3/K4III    
18399,10.34,2.64,1.97,0.4,F2          
18400,8.34,2.31,0.7,1.18,K0III       
18401,6.14,8.79,0.5,1.094,K1/K2III    
18402,7.55,17.46,1.17,0.569,F7V         
18403,7.5,4.41,0.91,1.168,K0          
18405,7.88,6.73,1.2,1.008,G5          
18406,8.26,2.92,0.99,0.997,G5          
18407,8.4,6.89,0.81,0.478,F5V         
18408,9.46,1.85,2.36,0.476,F0          
18409,8.89,1.12,1.3,1.172,G5          
18410,9.1,3.78,1.44,0.351,A0m...      
18411,7.54,5.01,0.86,1.106,K1III/IVCN. 
18412,8.34,11.75,1.08,0.473,F3/F5V      
18413,6.53,46.74,0.96,0.698,G0          
18414,8.2,4.52,1.74,0.742,G5          
18415,8.96,2.65,1.09,0.128,B9          
18416,8.69,9.45,1.44,0.522,F6V         
18417,7.54,4.58,0.7,1.223,K2III       
18418,10.26,-0.95,1.68,1.35,M           
18419,8.33,1.85,1.14,1.534,K5          
18420,8.13,12,0.72,0.511,F5/F6V      
18421,10.11,2.77,1.56,0.708,F8          
18422,8.25,1.94,1.25,1.041,K0          
18423,9.06,4.96,1.34,0.522,F8          
18424,7.75,0.35,0.99,0.22,B1.5Vne     
18425,9.88,-4.61,6.17,0.559,F2          
18426,9.74,8.32,2.83,0.635,G3V         
18427,9.27,17.86,0.82,0.843,K1V         
18429,9.54,6.25,2.95,0.773,G2/G3V      
18428,6.37,0.81,0.87,1.585,M1III       
18430,8.14,4.75,1.84,1.024,G5          
18431,8.34,8.66,1.53,0.269,A0          
18432,6.88,25.77,0.81,0.748,G8V         
18433,7.84,21.41,1.24,0.688,G0          
18434,5.49,3.36,0.76,-0.058,B1.5V       
18435,7.93,6.16,0.91,0.109,A1Vn...     
18437,6.89,9.66,0.62,0.023,A0V         
