logL,Mass[solMass],Vmag,logT,Absolute Mag,B-V,Predicted_SpT
0.77,1.48,13.64,3.816,3.24,0.55,F
0.77,1.37,13.64,3.816,3.24,0.55,F
0.78,1.36,13.65,3.775,3.25,0.71,F
0.76,1.5,13.65,3.837,3.25,0.48,F
0.79,1.37,13.65,3.761,3.25,0.77,G
0.78,1.35,13.66,3.777,3.26,0.7,F
0.77,1.35,13.66,3.791,3.26,0.64,F
0.75,1.49,13.67,3.822,3.27,0.53,F
0.75,1.43,13.67,3.822,3.27,0.53,F
0.75,1.37,13.67,3.822,3.27,0.53,F
0.77,1.35,13.68,3.775,3.28,0.71,F
0.75,1.35,13.69,3.806,3.29,0.58,F
0.77,1.35,13.7,3.752,3.3,0.81,G
0.76,1.33,13.7,3.784,3.3,0.67,F
0.75,1.33,13.7,3.795,3.3,0.62,F
0.74,1.48,13.7,3.831,3.3,0.5,F
0.72,1.47,13.73,3.841,3.33,0.47,F
0.72,1.53,13.73,3.881,3.33,0.36,A
0.73,1.46,13.74,3.822,3.34,0.53,F
0.73,1.39,13.74,3.822,3.34,0.53,F
0.73,1.36,13.74,3.822,3.34,0.53,F
0.71,1.48,13.75,3.854,3.35,0.43,F
0.71,1.47,13.75,3.85,3.35,0.44,F
0.71,1.45,13.77,3.822,3.37,0.53,F
0.71,1.37,13.77,3.822,3.37,0.53,F
0.71,1.35,13.77,3.822,3.37,0.53,F
0.7,1.51,13.79,3.877,3.39,0.37,A
0.71,1.43,13.8,3.806,3.4,0.58,F
0.71,1.43,13.8,3.806,3.4,0.58,F
0.71,1.32,13.8,3.806,3.4,0.58,F
0.7,1.44,13.8,3.822,3.4,0.53,F
0.7,1.35,13.8,3.822,3.4,0.53,F
0.7,1.35,13.8,3.822,3.4,0.53,F
0.68,1.49,13.83,3.873,3.43,0.38,A
0.69,1.43,13.83,3.816,3.43,0.55,F
0.69,1.36,13.83,3.816,3.43,0.55,F
0.69,1.33,13.83,3.816,3.43,0.55,F
0.68,1.57,13.87,3.914,3.47,0.28,A
0.66,1.43,13.88,3.844,3.48,0.46,F
0.66,1.42,13.88,3.837,3.48,0.48,F
0.66,1.52,13.9,3.896,3.5,0.32,A
0.65,1.48,13.92,3.877,3.52,0.37,A
0.67,1.27,13.92,3.791,3.52,0.64,F
0.65,1.4,13.92,3.816,3.52,0.55,F
0.65,1.31,13.92,3.816,3.52,0.55,F
0.65,1.31,13.92,3.816,3.52,0.55,F
0.63,1.41,13.95,3.844,3.55,0.46,F
0.63,1.37,13.99,3.816,3.59,0.55,F
0.58,1.4,14.07,3.854,3.67,0.43,F
0.59,1.31,14.1,3.793,3.7,0.63,F
0.59,1.31,14.1,3.793,3.7,0.63,F
0.59,1.23,14.1,3.793,3.7,0.63,F
0.44,1.19,14.49,3.777,4.09,0.7,F
0.44,1.17,14.49,3.777,4.09,0.7,F
0.44,1.12,14.49,3.777,4.09,0.7,F
0.27,1.19,14.88,3.816,4.48,0.55,F
0.13,0.94,15.35,3.739,4.95,0.87,G
0.13,0.93,15.35,3.739,4.95,0.87,G
0.13,0.92,15.35,3.739,4.95,0.87,G
2.81,3.72,11.49,3.588,-0.27,1.77,K
2.53,5.04,11.55,3.649,-0.21,1.49,K
2.53,4.43,11.55,3.649,-0.21,1.49,K
2.53,3.71,11.55,3.649,-0.21,1.49,K
2.39,4.49,11.58,3.708,-0.18,1.19,G
2.39,3.99,11.58,3.708,-0.18,1.19,G
2.39,3.75,11.58,3.708,-0.18,1.19,G
2.59,4.38,11.69,3.617,-0.07,1.64,K
2.59,4.29,11.69,3.617,-0.07,1.64,K
2.59,3.63,11.69,3.617,-0.07,1.64,K
2.23,3.58,11.75,3.834,-0.01,0.63,F
2.37,4.64,11.85,3.664,0.09,1.41,K
2.37,4.04,11.85,3.664,0.09,1.41,K
2.37,3.53,11.85,3.664,0.09,1.41,K
2.43,4.32,11.94,3.633,0.18,1.56,K
2.43,4.17,11.94,3.633,0.18,1.56,K
2.43,3.4,11.94,3.633,0.18,1.56,K
2.34,4.58,11.95,3.66,0.19,1.43,K
2.34,3.99,11.95,3.66,0.19,1.43,K
2.34,3.46,11.95,3.66,0.19,1.43,K
2.23,4.23,12.16,3.674,0.4,1.36,G
2.23,3.74,12.16,3.674,0.4,1.36,G
2.23,3.38,12.16,3.674,0.4,1.36,G
2.03,3.48,12.41,3.731,0.65,1.07,G
2.07,3.75,12.42,3.698,0.66,1.24,G
2.07,3.44,12.42,3.698,0.66,1.24,G
2.07,3.38,12.42,3.698,0.66,1.24,G
1.97,2.8,12.44,3.914,0.68,0.42,A
2.01,3.49,12.49,3.721,0.73,1.12,G
1.99,3.56,12.6,3.702,0.84,1.22,G
1.96,3.55,12.71,3.694,0.95,1.26,G
1.9,3.27,12.76,3.721,1.0,1.12,G
1.89,3.17,12.76,3.733,1.0,1.06,G
1.86,3.06,12.79,3.744,1.03,1.0,G
1.88,3.22,12.8,3.723,1.04,1.11,G
1.9,3.43,12.87,3.694,1.11,1.26,G
1.87,3.29,12.87,3.71,1.11,1.18,G
1.9,3.45,12.89,3.69,1.13,1.28,G
1.77,2.5,12.89,3.888,1.13,0.48,A
1.86,3.33,12.92,3.7,1.16,1.23,G
1.9,3.48,12.93,3.684,1.17,1.31,G
1.9,3.18,12.93,3.684,1.17,1.31,G
1.9,3.18,12.93,3.684,1.17,1.31,G
1.84,3.17,12.93,3.717,1.17,1.14,G
1.85,3.32,12.96,3.698,1.2,1.24,G
1.82,3.11,12.97,3.721,1.21,1.12,G
1.86,3.39,12.99,3.688,1.23,1.29,G
1.85,3.37,13.0,3.69,1.24,1.28,G
1.81,3.14,13.0,3.715,1.24,1.15,G
1.83,3.29,13.03,3.696,1.27,1.25,G
1.8,3.16,13.04,3.71,1.28,1.18,G
1.8,3.16,13.04,3.71,1.28,1.18,G
1.82,3.25,13.05,3.698,1.29,1.24,G
1.8,3.24,13.09,3.696,1.33,1.25,G
1.91,3.1,13.09,3.65,1.33,1.48,K
1.91,3.06,13.09,3.65,1.33,1.48,K
1.91,2.85,13.09,3.65,1.33,1.48,K
1.8,3.24,13.1,3.696,1.34,1.25,G
1.8,3.23,13.11,3.696,1.35,1.25,G
1.79,3.21,13.11,3.698,1.35,1.24,G
1.83,3.37,13.12,3.68,1.36,1.33,K
1.67,2.37,13.14,3.854,1.38,0.57,F
1.74,2.98,13.15,3.721,1.39,1.12,G
1.75,3.05,13.17,3.712,1.41,1.17,G
1.77,3.19,13.17,3.696,1.41,1.25,G
1.76,3.15,13.17,3.7,1.41,1.23,G
1.78,3.21,13.17,3.694,1.41,1.26,G
1.78,3.22,13.18,3.692,1.42,1.27,G
1.78,3.23,13.19,3.69,1.43,1.28,G
1.74,3.05,13.19,3.71,1.43,1.18,G
1.97,2.44,13.2,3.623,1.44,1.61,K
1.77,3.22,13.23,3.688,1.47,1.29,G
1.73,3.13,13.29,3.694,1.53,1.26,G
1.67,2.87,13.37,3.713,1.61,1.16,G
1.63,2.65,13.39,3.735,1.63,1.05,G
1.63,2.76,13.45,3.717,1.69,1.14,G
1.68,3.05,13.49,3.682,1.73,1.32,G
1.48,2.09,13.6,3.854,1.84,0.57,F
1.58,2.74,13.6,3.708,1.84,1.19,G
1.57,2.83,13.68,3.694,1.92,1.26,G
1.45,2.32,13.83,3.737,2.07,1.04,G
1.47,2.48,13.86,3.713,2.1,1.16,G
1.4,2.13,13.9,3.764,2.14,0.9,F
1.42,2.3,13.93,3.729,2.17,1.08,G
1.44,2.44,13.94,3.712,2.18,1.17,G
1.43,2.37,13.96,3.717,2.2,1.14,G
1.41,2.34,14.01,3.717,2.25,1.14,G
1.45,2.6,14.02,3.69,2.26,1.28,G
1.33,1.95,14.03,3.798,2.27,0.75,F
1.38,2.22,14.04,3.731,2.28,1.07,G
1.38,2.31,14.08,3.715,2.32,1.15,G
1.54,1.89,14.12,3.638,2.36,1.54,K
1.43,2.49,14.14,3.674,2.38,1.36,K
1.26,1.83,14.17,3.877,2.41,0.51,A
1.29,1.95,14.18,3.766,2.42,0.89,F
1.34,2.22,14.18,3.717,2.42,1.14,G
1.26,1.85,14.18,3.892,2.42,0.47,A
1.28,1.91,14.2,3.773,2.44,0.86,F
1.32,2.16,14.21,3.723,2.45,1.11,G
1.28,1.99,14.23,3.751,2.47,0.96,G
1.23,1.78,14.24,3.847,2.48,0.59,F
1.26,1.91,14.25,3.766,2.49,0.89,F
1.24,1.85,14.29,3.777,2.53,0.84,F
1.28,2.09,14.29,3.725,2.53,1.1,G
1.31,2.29,14.3,3.7,2.54,1.23,G
1.22,1.8,14.31,3.798,2.55,0.75,F
1.24,2.03,14.34,3.956,2.58,0.33,A
1.19,1.74,14.35,3.844,2.59,0.6,F
1.19,1.79,14.41,3.777,2.65,0.84,F
1.17,1.74,14.44,3.798,2.68,0.75,F
1.24,2.09,14.44,3.713,2.68,1.16,G
1.14,1.7,14.5,3.809,2.74,0.71,F
1.13,1.68,14.5,3.825,2.74,0.66,F
1.13,1.68,14.51,3.822,2.75,0.67,F
1.12,1.67,14.53,3.825,2.77,0.66,F
1.12,1.67,14.53,3.822,2.77,0.67,F
1.09,1.65,14.59,3.85,2.83,0.58,F
1.09,1.65,14.6,3.819,2.84,0.68,F
1.09,1.65,14.6,3.819,2.84,0.68,F
1.1,1.67,14.62,3.791,2.86,0.78,F
1.07,1.65,14.63,3.854,2.87,0.57,F
1.08,1.64,14.65,3.798,2.89,0.75,F
1.07,1.62,14.66,3.819,2.9,0.68,F
1.08,1.65,14.67,3.789,2.91,0.79,F
1.06,1.64,14.67,3.858,2.91,0.56,F
1.06,1.61,14.68,3.825,2.92,0.66,F
1.05,1.62,14.69,3.847,2.93,0.59,F
1.05,1.61,14.69,3.834,2.93,0.63,F
1.06,1.61,14.69,3.813,2.93,0.7,F
1.05,1.61,14.71,3.809,2.95,0.71,F
1.05,1.6,14.71,3.831,2.95,0.64,F
1.03,1.61,14.73,3.85,2.97,0.58,F
1.04,1.6,14.74,3.806,2.98,0.72,F
1.04,1.59,14.74,3.822,2.98,0.67,F
1.03,1.6,14.75,3.844,2.99,0.6,F
1.04,1.6,14.75,3.798,2.99,0.75,F
1.04,1.59,14.75,3.806,2.99,0.72,F
1.02,1.59,14.76,3.834,3.0,0.63,F
1.02,1.58,14.77,3.825,3.01,0.66,F
1.02,1.6,14.77,3.847,3.01,0.59,F
1.02,1.58,14.78,3.834,3.02,0.63,F
1.02,1.58,14.78,3.819,3.02,0.68,F
1.02,1.74,14.78,3.873,3.02,0.52,A
1.02,1.58,14.8,3.795,3.04,0.76,F
1.01,1.56,14.81,3.819,3.05,0.68,F
1.01,1.57,14.82,3.803,3.06,0.73,F
1.0,1.56,14.83,3.822,3.07,0.67,F
0.99,1.57,14.84,3.847,3.08,0.59,F
1.0,1.55,14.84,3.813,3.08,0.7,F
0.99,1.57,14.84,3.844,3.08,0.6,F
0.99,1.56,14.85,3.828,3.09,0.65,F
0.99,1.55,14.85,3.819,3.09,0.68,F
0.99,1.55,14.86,3.813,3.1,0.7,F
0.99,1.55,14.86,3.819,3.1,0.68,F
0.99,1.55,14.86,3.822,3.1,0.67,F
0.99,1.54,14.87,3.809,3.11,0.71,F
0.98,1.56,14.87,3.841,3.11,0.61,F
0.98,1.55,14.88,3.828,3.12,0.65,F
0.98,1.54,14.89,3.822,3.13,0.67,F
0.98,1.54,14.89,3.828,3.13,0.65,F
0.96,1.54,14.91,3.834,3.15,0.63,F
0.96,1.55,14.91,3.841,3.15,0.61,F
0.96,1.55,14.91,3.841,3.15,0.61,F
0.96,1.54,14.92,3.831,3.16,0.64,F
0.96,1.53,14.92,3.825,3.16,0.66,F
0.97,1.53,14.92,3.8,3.16,0.74,F
0.96,1.54,14.92,3.831,3.16,0.64,F
0.97,1.53,14.93,3.8,3.17,0.74,F
0.96,1.53,14.93,3.831,3.17,0.64,F
0.96,1.53,14.94,3.828,3.18,0.65,F
0.95,1.53,14.95,3.837,3.19,0.62,F
0.95,1.54,14.95,3.841,3.19,0.61,F
0.94,1.53,14.96,3.837,3.2,0.62,F
0.93,1.65,14.98,3.844,3.22,0.6,F
0.93,1.62,14.98,3.844,3.22,0.6,F
0.93,1.53,14.98,3.844,3.22,0.6,F
0.94,1.52,14.98,3.834,3.22,0.63,F
0.94,1.52,14.98,3.834,3.22,0.63,F
0.94,1.51,14.98,3.822,3.22,0.67,F
0.94,1.51,14.98,3.822,3.22,0.67,F
0.93,1.51,15.0,3.831,3.24,0.64,F
0.93,1.5,15.0,3.819,3.24,0.68,F
0.93,1.51,15.0,3.831,3.24,0.64,F
0.93,1.64,15.0,3.841,3.24,0.61,F
0.93,1.63,15.0,3.841,3.24,0.61,F
0.93,1.52,15.0,3.841,3.24,0.61,F
0.92,1.51,15.02,3.828,3.26,0.65,F
0.92,1.5,15.02,3.825,3.26,0.66,F
0.93,1.49,15.03,3.8,3.27,0.74,F
0.91,1.5,15.04,3.831,3.28,0.64,F
0.91,1.62,15.05,3.837,3.29,0.62,F
0.91,1.61,15.05,3.837,3.29,0.62,F
0.91,1.51,15.05,3.837,3.29,0.62,F
0.91,1.49,15.06,3.825,3.3,0.66,F
0.9,1.5,15.06,3.834,3.3,0.63,F
0.91,1.49,15.06,3.825,3.3,0.66,F
0.92,1.49,15.06,3.786,3.3,0.8,F
0.9,1.62,15.06,3.854,3.3,0.57,F
0.9,1.62,15.06,3.841,3.3,0.61,F
0.9,1.59,15.06,3.841,3.3,0.61,F
0.9,1.51,15.06,3.841,3.3,0.61,F
0.9,1.5,15.06,3.834,3.3,0.63,F
0.9,1.49,15.07,3.828,3.31,0.65,F
0.91,1.47,15.07,3.806,3.31,0.72,F
0.89,1.61,15.08,3.841,3.32,0.61,F
0.89,1.57,15.08,3.841,3.32,0.61,F
0.89,1.5,15.08,3.841,3.32,0.61,F
0.89,1.61,15.08,3.841,3.32,0.61,F
0.89,1.57,15.08,3.841,3.32,0.61,F
0.89,1.5,15.08,3.841,3.32,0.61,F
0.9,1.61,15.08,3.837,3.32,0.62,F
0.9,1.59,15.08,3.837,3.32,0.62,F
0.9,1.5,15.08,3.837,3.32,0.62,F
0.9,1.48,15.09,3.825,3.33,0.66,F
0.89,1.61,15.09,3.837,3.33,0.62,F
0.89,1.58,15.09,3.837,3.33,0.62,F
0.89,1.5,15.09,3.837,3.33,0.62,F
0.91,1.48,15.096,3.777,3.336,0.84,F
0.88,1.61,15.1,3.85,3.34,0.58,F
0.89,1.47,15.1,3.822,3.34,0.67,F
0.89,1.48,15.1,3.828,3.34,0.65,F
0.89,1.48,15.11,3.831,3.35,0.64,F
0.89,1.48,15.11,3.831,3.35,0.64,F
0.89,1.46,15.11,3.816,3.35,0.69,F
0.88,1.61,15.11,3.847,3.35,0.59,F
0.88,1.52,15.11,3.847,3.35,0.59,F
0.88,1.51,15.11,3.847,3.35,0.59,F
0.9,1.46,15.11,3.8,3.35,0.74,F
0.89,1.46,15.12,3.816,3.36,0.69,F
0.89,1.47,15.12,3.822,3.36,0.67,F
0.88,1.6,15.12,3.834,3.36,0.63,F
0.88,1.58,15.12,3.834,3.36,0.63,F
0.88,1.48,15.12,3.834,3.36,0.63,F
0.88,1.48,15.12,3.831,3.36,0.64,F
0.88,1.6,15.12,3.837,3.36,0.62,F
0.88,1.56,15.12,3.837,3.36,0.62,F
0.88,1.49,15.12,3.837,3.36,0.62,F
0.89,1.45,15.12,3.809,3.36,0.71,F
0.88,1.47,15.12,3.825,3.36,0.66,F
0.88,1.45,15.13,3.809,3.37,0.71,F
0.88,1.59,15.13,3.831,3.37,0.64,F
0.88,1.59,15.13,3.831,3.37,0.64,F
0.88,1.47,15.13,3.831,3.37,0.64,F
0.88,1.59,15.13,3.834,3.37,0.63,F
0.88,1.57,15.13,3.834,3.37,0.63,F
0.88,1.48,15.13,3.834,3.37,0.63,F
0.87,1.59,15.14,3.834,3.38,0.63,F
0.87,1.57,15.14,3.834,3.38,0.63,F
0.87,1.48,15.14,3.834,3.38,0.63,F
0.88,1.46,15.14,3.822,3.38,0.67,F
0.87,1.59,15.15,3.837,3.39,0.62,F
0.87,1.54,15.15,3.837,3.39,0.62,F
0.87,1.48,15.15,3.837,3.39,0.62,F
0.87,1.46,15.15,3.828,3.39,0.65,F
0.87,1.59,15.15,3.834,3.39,0.63,F
0.87,1.56,15.15,3.834,3.39,0.63,F
0.87,1.47,15.15,3.834,3.39,0.63,F
0.87,1.59,15.15,3.831,3.39,0.64,F
0.87,1.58,15.15,3.831,3.39,0.64,F
0.87,1.47,15.15,3.831,3.39,0.64,F
0.87,1.59,15.15,3.841,3.39,0.61,F
0.87,1.52,15.15,3.841,3.39,0.61,F
0.87,1.49,15.15,3.841,3.39,0.61,F
0.88,1.45,15.15,3.809,3.39,0.71,F
0.87,1.45,15.16,3.816,3.4,0.69,F
0.87,1.58,15.16,3.831,3.4,0.64,F
0.87,1.57,15.16,3.831,3.4,0.64,F
0.87,1.47,15.16,3.831,3.4,0.64,F
0.86,1.58,15.17,3.841,3.41,0.61,F
0.86,1.51,15.17,3.841,3.41,0.61,F
0.86,1.48,15.17,3.841,3.41,0.61,F
0.86,1.58,15.17,3.847,3.41,0.59,F
0.87,1.45,15.17,3.819,3.41,0.68,F
0.86,1.46,15.17,3.828,3.41,0.65,F
0.87,1.45,15.17,3.816,3.41,0.69,F
0.86,1.58,15.17,3.837,3.41,0.62,F
0.86,1.53,15.17,3.837,3.41,0.62,F
0.86,1.48,15.17,3.837,3.41,0.62,F
0.85,1.58,15.18,3.844,3.42,0.6,F
0.85,1.49,15.18,3.844,3.42,0.6,F
0.85,1.49,15.18,3.844,3.42,0.6,F
0.85,1.58,15.18,3.841,3.42,0.61,F
0.85,1.5,15.18,3.841,3.42,0.61,F
0.85,1.48,15.18,3.841,3.42,0.61,F
0.86,1.45,15.18,3.825,3.42,0.66,F
0.86,1.58,15.18,3.837,3.42,0.62,F
0.86,1.52,15.18,3.837,3.42,0.62,F
0.86,1.47,15.18,3.837,3.42,0.62,F
0.86,1.45,15.19,3.825,3.43,0.66,F
0.86,1.43,15.19,3.803,3.43,0.73,F
0.86,1.45,15.19,3.822,3.43,0.67,F
0.85,1.58,15.19,3.841,3.43,0.61,F
0.85,1.5,15.19,3.841,3.43,0.61,F
0.85,1.48,15.19,3.841,3.43,0.61,F
0.86,1.43,15.2,3.813,3.44,0.7,F
0.85,1.45,15.2,3.825,3.44,0.66,F
0.84,1.57,15.2,3.85,3.44,0.58,F
0.84,1.57,15.2,3.85,3.44,0.58,F
0.85,1.45,15.2,3.825,3.44,0.66,F
0.85,1.57,15.2,3.828,3.44,0.65,F
0.85,1.56,15.2,3.828,3.44,0.65,F
0.85,1.45,15.2,3.828,3.44,0.65,F
0.84,1.57,15.21,3.841,3.45,0.61,F
0.84,1.48,15.21,3.841,3.45,0.61,F
0.84,1.47,15.21,3.841,3.45,0.61,F
0.84,1.58,15.21,3.858,3.45,0.56,F
0.84,1.57,15.21,3.85,3.45,0.58,F
0.84,1.56,15.22,3.828,3.46,0.65,F
0.84,1.55,15.22,3.828,3.46,0.65,F
0.84,1.44,15.22,3.828,3.46,0.65,F
0.84,1.57,15.22,3.844,3.46,0.6,F
0.84,1.57,15.22,3.834,3.46,0.63,F
0.84,1.51,15.22,3.834,3.46,0.63,F
0.84,1.46,15.22,3.834,3.46,0.63,F
0.84,1.57,15.22,3.841,3.46,0.61,F
0.84,1.48,15.22,3.841,3.46,0.61,F
0.84,1.47,15.22,3.841,3.46,0.61,F
0.84,1.57,15.22,3.837,3.46,0.62,F
0.84,1.49,15.22,3.837,3.46,0.62,F
0.84,1.46,15.22,3.837,3.46,0.62,F
0.84,1.57,15.22,3.85,3.46,0.58,F
0.83,1.56,15.23,3.844,3.47,0.6,F
0.83,1.56,15.23,3.85,3.47,0.58,F
0.84,1.56,15.23,3.831,3.47,0.64,F
0.84,1.52,15.23,3.831,3.47,0.64,F
0.84,1.45,15.23,3.831,3.47,0.64,F
0.83,1.56,15.24,3.844,3.48,0.6,F
0.84,1.43,15.24,3.822,3.48,0.67,F
0.82,1.55,15.27,3.837,3.51,0.62,F
0.82,1.46,15.27,3.837,3.51,0.62,F
0.82,1.45,15.27,3.837,3.51,0.62,F
0.82,1.55,15.27,3.834,3.51,0.63,F
0.82,1.48,15.27,3.834,3.51,0.63,F
0.82,1.44,15.27,3.834,3.51,0.63,F
0.82,1.56,15.27,3.858,3.51,0.56,F
0.82,1.55,15.27,3.844,3.51,0.6,F
0.82,1.55,15.27,3.825,3.51,0.66,F
0.82,1.53,15.27,3.825,3.51,0.66,F
0.82,1.43,15.27,3.825,3.51,0.66,F
0.82,1.55,15.27,3.844,3.51,0.6,F
0.82,1.55,15.27,3.828,3.51,0.65,F
0.82,1.51,15.27,3.828,3.51,0.65,F
0.82,1.43,15.27,3.828,3.51,0.65,F
0.82,1.55,15.28,3.837,3.52,0.62,F
0.82,1.46,15.28,3.837,3.52,0.62,F
0.82,1.45,15.28,3.837,3.52,0.62,F
0.83,1.4,15.28,3.806,3.52,0.72,F
0.81,1.55,15.28,3.847,3.52,0.59,F
0.82,1.55,15.28,3.837,3.52,0.62,F
0.82,1.46,15.28,3.837,3.52,0.62,F
0.82,1.45,15.28,3.837,3.52,0.62,F
0.81,1.54,15.29,3.841,3.53,0.61,F
0.83,1.4,15.29,3.786,3.53,0.8,F
0.81,1.54,15.3,3.834,3.54,0.63,F
0.81,1.46,15.3,3.834,3.54,0.63,F
0.81,1.44,15.3,3.834,3.54,0.63,F
0.81,1.54,15.3,3.831,3.54,0.64,F
0.81,1.48,15.3,3.831,3.54,0.64,F
0.81,1.43,15.3,3.831,3.54,0.64,F
0.82,1.39,15.3,3.803,3.54,0.73,F
0.81,1.54,15.31,3.828,3.55,0.65,F
0.81,1.49,15.31,3.828,3.55,0.65,F
0.81,1.42,15.31,3.828,3.55,0.65,F
0.8,1.54,15.31,3.834,3.55,0.63,F
0.8,1.45,15.31,3.834,3.55,0.63,F
0.8,1.43,15.31,3.834,3.55,0.63,F
0.8,1.53,15.32,3.831,3.56,0.64,F
0.8,1.46,15.32,3.831,3.56,0.64,F
0.8,1.43,15.32,3.831,3.56,0.64,F
0.8,1.53,15.32,3.831,3.56,0.64,F
0.8,1.46,15.32,3.831,3.56,0.64,F
0.8,1.43,15.32,3.831,3.56,0.64,F
0.79,1.53,15.33,3.841,3.57,0.61,F
0.8,1.39,15.33,3.809,3.57,0.71,F
0.81,1.38,15.34,3.784,3.58,0.81,F
0.8,1.38,15.34,3.8,3.58,0.74,F
0.79,1.52,15.36,3.828,3.6,0.65,F
0.79,1.45,15.36,3.828,3.6,0.65,F
0.79,1.41,15.36,3.828,3.6,0.65,F
0.78,1.52,15.36,3.85,3.6,0.58,F
0.81,1.38,15.36,3.782,3.6,0.82,F
0.78,1.52,15.36,3.837,3.6,0.62,F
0.79,1.39,15.37,3.816,3.61,0.69,F
0.78,1.51,15.38,3.819,3.62,0.68,F
0.78,1.49,15.38,3.819,3.62,0.68,F
0.78,1.39,15.38,3.819,3.62,0.68,F
0.78,1.51,15.38,3.834,3.62,0.63,F
0.77,1.51,15.39,3.841,3.63,0.61,F
0.79,1.36,15.39,3.786,3.63,0.8,F
0.78,1.51,15.39,3.828,3.63,0.65,F
0.78,1.44,15.39,3.828,3.63,0.65,F
0.78,1.4,15.39,3.828,3.63,0.65,F
0.77,1.51,15.4,3.828,3.64,0.65,F
0.77,1.43,15.4,3.828,3.64,0.65,F
0.77,1.4,15.4,3.828,3.64,0.65,F
0.85,1.54,15.4,3.719,3.64,1.11,G
0.77,1.51,15.4,3.847,3.64,0.59,F
0.77,1.51,15.4,3.831,3.64,0.64,F
0.77,1.41,15.4,3.831,3.64,0.64,F
0.77,1.41,15.4,3.831,3.64,0.64,F
0.77,1.5,15.41,3.831,3.65,0.64,F
0.77,1.41,15.41,3.831,3.65,0.64,F
0.77,1.4,15.41,3.831,3.65,0.64,F
0.76,1.5,15.41,3.834,3.65,0.63,F
0.77,1.5,15.41,3.828,3.65,0.65,F
0.77,1.42,15.41,3.828,3.65,0.65,F
0.77,1.4,15.41,3.828,3.65,0.65,F
0.76,1.51,15.41,3.844,3.65,0.6,F
0.76,1.5,15.41,3.834,3.65,0.63,F
0.76,1.5,15.41,3.841,3.65,0.61,F
0.76,1.51,15.41,3.85,3.65,0.58,F
0.76,1.5,15.42,3.837,3.66,0.62,F
0.76,1.5,15.42,3.834,3.66,0.63,F
0.76,1.5,15.42,3.834,3.66,0.63,F
0.76,1.5,15.42,3.847,3.66,0.59,F
0.76,1.5,15.42,3.831,3.66,0.64,F
0.76,1.4,15.42,3.831,3.66,0.64,F
0.76,1.4,15.42,3.831,3.66,0.64,F
0.77,1.36,15.43,3.803,3.67,0.73,F
0.76,1.49,15.43,3.816,3.67,0.69,F
0.76,1.47,15.43,3.816,3.67,0.69,F
0.76,1.37,15.43,3.816,3.67,0.69,F
0.76,1.5,15.43,3.828,3.67,0.65,F
0.76,1.41,15.43,3.828,3.67,0.65,F
0.76,1.39,15.43,3.828,3.67,0.65,F
0.78,1.36,15.43,3.777,3.67,0.84,F
0.77,1.36,15.43,3.806,3.67,0.72,F
0.75,1.49,15.44,3.831,3.68,0.64,F
0.75,1.5,15.44,3.844,3.68,0.6,F
0.75,1.49,15.45,3.844,3.69,0.6,F
0.75,1.49,15.45,3.828,3.69,0.65,F
0.75,1.4,15.45,3.828,3.69,0.65,F
0.75,1.39,15.45,3.828,3.69,0.65,F
0.75,1.35,15.46,3.806,3.7,0.72,F
0.75,1.35,15.46,3.809,3.7,0.71,F
0.75,1.48,15.46,3.822,3.7,0.67,F
0.75,1.42,15.46,3.822,3.7,0.67,F
0.75,1.37,15.46,3.822,3.7,0.67,F
0.75,1.49,15.46,3.834,3.7,0.63,F
0.76,1.34,15.46,3.8,3.7,0.74,F
0.74,1.49,15.46,3.837,3.7,0.62,F
0.75,1.49,15.46,3.825,3.7,0.66,F
0.75,1.41,15.46,3.825,3.7,0.66,F
0.75,1.38,15.46,3.825,3.7,0.66,F
0.75,1.48,15.47,3.816,3.71,0.69,F
0.75,1.45,15.47,3.816,3.71,0.69,F
0.75,1.36,15.47,3.816,3.71,0.69,F
0.75,1.34,15.47,3.803,3.71,0.73,F
0.75,1.48,15.47,3.816,3.71,0.69,F
0.75,1.45,15.47,3.816,3.71,0.69,F
0.75,1.36,15.47,3.816,3.71,0.69,F
0.75,1.48,15.47,3.822,3.71,0.67,F
0.75,1.42,15.47,3.822,3.71,0.67,F
0.75,1.37,15.47,3.822,3.71,0.67,F
0.75,1.34,15.48,3.8,3.72,0.74,F
0.74,1.47,15.48,3.813,3.72,0.7,F
0.74,1.46,15.48,3.813,3.72,0.7,F
0.74,1.35,15.48,3.813,3.72,0.7,F
0.74,1.48,15.48,3.831,3.72,0.64,F
0.74,1.34,15.49,3.803,3.73,0.73,F
0.74,1.47,15.49,3.822,3.73,0.67,F
0.74,1.4,15.49,3.822,3.73,0.67,F
0.74,1.37,15.49,3.822,3.73,0.67,F
0.73,1.48,15.49,3.847,3.73,0.59,F
0.73,1.47,15.5,3.819,3.74,0.68,F
0.73,1.41,15.5,3.819,3.74,0.68,F
0.73,1.36,15.5,3.819,3.74,0.68,F
0.73,1.47,15.5,3.819,3.74,0.68,F
0.73,1.41,15.5,3.819,3.74,0.68,F
0.73,1.36,15.5,3.819,3.74,0.68,F
0.73,1.47,15.5,3.819,3.74,0.68,F
0.73,1.41,15.5,3.819,3.74,0.68,F
0.73,1.36,15.5,3.819,3.74,0.68,F
0.73,1.47,15.5,3.831,3.74,0.64,F
0.73,1.47,15.5,3.834,3.74,0.63,F
0.74,1.47,15.5,3.816,3.74,0.69,F
0.74,1.43,15.5,3.816,3.74,0.69,F
