Mass[solMass],logT,Absolute Mag,B-V
1.6,3.847,3.01,0.59
1.58,3.834,3.02,0.63
1.58,3.819,3.02,0.68
1.74,3.873,3.02,0.52
1.58,3.795,3.04,0.76
1.56,3.819,3.05,0.68
1.57,3.803,3.06,0.73
1.56,3.822,3.07,0.67
1.57,3.847,3.08,0.59
1.55,3.813,3.08,0.7
1.57,3.844,3.08,0.6
1.56,3.828,3.09,0.65
1.55,3.819,3.09,0.68
1.55,3.813,3.1,0.7
1.55,3.819,3.1,0.68
1.55,3.822,3.1,0.67
1.54,3.809,3.11,0.71
1.56,3.841,3.11,0.61
1.55,3.828,3.12,0.65
1.54,3.822,3.13,0.67
1.54,3.828,3.13,0.65
1.54,3.834,3.15,0.63
1.55,3.841,3.15,0.61
1.55,3.841,3.15,0.61
1.54,3.831,3.16,0.64
1.53,3.825,3.16,0.66
1.53,3.8,3.16,0.74
1.54,3.831,3.16,0.64
1.53,3.8,3.17,0.74
1.53,3.831,3.17,0.64
1.53,3.828,3.18,0.65
1.53,3.837,3.19,0.62
1.54,3.841,3.19,0.61
1.53,3.837,3.2,0.62
1.65,3.844,3.22,0.6
1.62,3.844,3.22,0.6
1.53,3.844,3.22,0.6
1.52,3.834,3.22,0.63
1.52,3.834,3.22,0.63
1.51,3.822,3.22,0.67
1.51,3.822,3.22,0.67
1.51,3.831,3.24,0.64
1.5,3.819,3.24,0.68
1.51,3.831,3.24,0.64
1.64,3.841,3.24,0.61
1.63,3.841,3.24,0.61
1.52,3.841,3.24,0.61
1.51,3.828,3.26,0.65
1.5,3.825,3.26,0.66
1.49,3.8,3.27,0.74
1.5,3.831,3.28,0.64
1.62,3.837,3.29,0.62
1.61,3.837,3.29,0.62
1.51,3.837,3.29,0.62
1.49,3.825,3.3,0.66
1.5,3.834,3.3,0.63
1.49,3.825,3.3,0.66
1.49,3.786,3.3,0.8
1.62,3.854,3.3,0.57
1.62,3.841,3.3,0.61
1.59,3.841,3.3,0.61
1.51,3.841,3.3,0.61
1.5,3.834,3.3,0.63
1.49,3.828,3.31,0.65
1.47,3.806,3.31,0.72
1.61,3.841,3.32,0.61
1.57,3.841,3.32,0.61
1.5,3.841,3.32,0.61
1.61,3.841,3.32,0.61
1.57,3.841,3.32,0.61
1.5,3.841,3.32,0.61
1.61,3.837,3.32,0.62
1.59,3.837,3.32,0.62
1.5,3.837,3.32,0.62
1.48,3.825,3.33,0.66
1.61,3.837,3.33,0.62
1.58,3.837,3.33,0.62
1.5,3.837,3.33,0.62
1.48,3.777,3.336,0.84
1.61,3.85,3.34,0.58
1.47,3.822,3.34,0.67
1.48,3.828,3.34,0.65
1.48,3.831,3.35,0.64
1.48,3.831,3.35,0.64
1.46,3.816,3.35,0.69
1.61,3.847,3.35,0.59
1.52,3.847,3.35,0.59
1.51,3.847,3.35,0.59
1.46,3.8,3.35,0.74
1.46,3.816,3.36,0.69
1.47,3.822,3.36,0.67
1.6,3.834,3.36,0.63
1.58,3.834,3.36,0.63
1.48,3.834,3.36,0.63
1.48,3.831,3.36,0.64
1.6,3.837,3.36,0.62
1.56,3.837,3.36,0.62
1.49,3.837,3.36,0.62
1.45,3.809,3.36,0.71
1.47,3.825,3.36,0.66
1.45,3.809,3.37,0.71
1.59,3.831,3.37,0.64
1.59,3.831,3.37,0.64
1.47,3.831,3.37,0.64
1.59,3.834,3.37,0.63
1.57,3.834,3.37,0.63
1.48,3.834,3.37,0.63
1.59,3.834,3.38,0.63
1.57,3.834,3.38,0.63
1.48,3.834,3.38,0.63
1.46,3.822,3.38,0.67
1.59,3.837,3.39,0.62
1.54,3.837,3.39,0.62
1.48,3.837,3.39,0.62
1.46,3.828,3.39,0.65
1.59,3.834,3.39,0.63
1.56,3.834,3.39,0.63
1.47,3.834,3.39,0.63
1.59,3.831,3.39,0.64
1.58,3.831,3.39,0.64
1.47,3.831,3.39,0.64
1.59,3.841,3.39,0.61
1.52,3.841,3.39,0.61
1.49,3.841,3.39,0.61
1.45,3.809,3.39,0.71
1.45,3.816,3.4,0.69
1.58,3.831,3.4,0.64
1.57,3.831,3.4,0.64
1.47,3.831,3.4,0.64
1.58,3.841,3.41,0.61
1.51,3.841,3.41,0.61
1.48,3.841,3.41,0.61
1.58,3.847,3.41,0.59
1.45,3.819,3.41,0.68
1.46,3.828,3.41,0.65
1.45,3.816,3.41,0.69
1.58,3.837,3.41,0.62
1.53,3.837,3.41,0.62
1.48,3.837,3.41,0.62
1.58,3.844,3.42,0.6
1.49,3.844,3.42,0.6
1.49,3.844,3.42,0.6
1.58,3.841,3.42,0.61
1.5,3.841,3.42,0.61
1.48,3.841,3.42,0.61
1.45,3.825,3.42,0.66
1.58,3.837,3.42,0.62
1.52,3.837,3.42,0.62
1.47,3.837,3.42,0.62
1.45,3.825,3.43,0.66
1.43,3.803,3.43,0.73
1.45,3.822,3.43,0.67
1.58,3.841,3.43,0.61
1.5,3.841,3.43,0.61
1.48,3.841,3.43,0.61
1.43,3.813,3.44,0.7
1.45,3.825,3.44,0.66
1.57,3.85,3.44,0.58
1.57,3.85,3.44,0.58
1.45,3.825,3.44,0.66
1.57,3.828,3.44,0.65
1.56,3.828,3.44,0.65
1.45,3.828,3.44,0.65
1.57,3.841,3.45,0.61
1.48,3.841,3.45,0.61
1.47,3.841,3.45,0.61
1.58,3.858,3.45,0.56
1.57,3.85,3.45,0.58
1.56,3.828,3.46,0.65
1.55,3.828,3.46,0.65
1.44,3.828,3.46,0.65
1.57,3.844,3.46,0.6
1.57,3.834,3.46,0.63
1.51,3.834,3.46,0.63
1.46,3.834,3.46,0.63
1.57,3.841,3.46,0.61
1.48,3.841,3.46,0.61
1.47,3.841,3.46,0.61
1.57,3.837,3.46,0.62
1.49,3.837,3.46,0.62
1.46,3.837,3.46,0.62
1.57,3.85,3.46,0.58
1.56,3.844,3.47,0.6
1.56,3.85,3.47,0.58
1.56,3.831,3.47,0.64
1.52,3.831,3.47,0.64
1.45,3.831,3.47,0.64
1.56,3.844,3.48,0.6
1.43,3.822,3.48,0.67
1.55,3.837,3.51,0.62
1.46,3.837,3.51,0.62
1.45,3.837,3.51,0.62
1.55,3.834,3.51,0.63
1.48,3.834,3.51,0.63
1.44,3.834,3.51,0.63
1.56,3.858,3.51,0.56
1.55,3.844,3.51,0.6
1.55,3.825,3.51,0.66
1.53,3.825,3.51,0.66
1.43,3.825,3.51,0.66
1.55,3.844,3.51,0.6
1.55,3.828,3.51,0.65
1.51,3.828,3.51,0.65
1.43,3.828,3.51,0.65
1.55,3.837,3.52,0.62
1.46,3.837,3.52,0.62
1.45,3.837,3.52,0.62
1.4,3.806,3.52,0.72
1.55,3.847,3.52,0.59
1.55,3.837,3.52,0.62
1.46,3.837,3.52,0.62
1.45,3.837,3.52,0.62
1.54,3.841,3.53,0.61
1.4,3.786,3.53,0.8
1.54,3.834,3.54,0.63
1.46,3.834,3.54,0.63
1.44,3.834,3.54,0.63
1.54,3.831,3.54,0.64
1.48,3.831,3.54,0.64
1.43,3.831,3.54,0.64
1.39,3.803,3.54,0.73
1.54,3.828,3.55,0.65
1.49,3.828,3.55,0.65
1.42,3.828,3.55,0.65
1.54,3.834,3.55,0.63
1.45,3.834,3.55,0.63
1.43,3.834,3.55,0.63
1.53,3.831,3.56,0.64
1.46,3.831,3.56,0.64
1.43,3.831,3.56,0.64
1.53,3.831,3.56,0.64
1.46,3.831,3.56,0.64
1.43,3.831,3.56,0.64
1.53,3.841,3.57,0.61
1.39,3.809,3.57,0.71
1.38,3.784,3.58,0.81
1.38,3.8,3.58,0.74
1.52,3.828,3.6,0.65
1.45,3.828,3.6,0.65
1.41,3.828,3.6,0.65
1.52,3.85,3.6,0.58
1.38,3.782,3.6,0.82
1.52,3.837,3.6,0.62
1.39,3.816,3.61,0.69
1.51,3.819,3.62,0.68
1.49,3.819,3.62,0.68
1.39,3.819,3.62,0.68
1.51,3.834,3.62,0.63
1.51,3.841,3.63,0.61
1.36,3.786,3.63,0.8
1.51,3.828,3.63,0.65
1.44,3.828,3.63,0.65
1.4,3.828,3.63,0.65
1.51,3.828,3.64,0.65
1.43,3.828,3.64,0.65
1.4,3.828,3.64,0.65
1.54,3.719,3.64,1.11
1.51,3.847,3.64,0.59
1.51,3.831,3.64,0.64
1.41,3.831,3.64,0.64
1.41,3.831,3.64,0.64
1.5,3.831,3.65,0.64
1.41,3.831,3.65,0.64
1.4,3.831,3.65,0.64
1.5,3.834,3.65,0.63
1.5,3.828,3.65,0.65
1.42,3.828,3.65,0.65
1.4,3.828,3.65,0.65
1.51,3.844,3.65,0.6
1.5,3.834,3.65,0.63
1.5,3.841,3.65,0.61
1.51,3.85,3.65,0.58
1.5,3.837,3.66,0.62
1.5,3.834,3.66,0.63
1.5,3.834,3.66,0.63
1.5,3.847,3.66,0.59
1.5,3.831,3.66,0.64
1.4,3.831,3.66,0.64
1.4,3.831,3.66,0.64
1.36,3.803,3.67,0.73
1.49,3.816,3.67,0.69
1.47,3.816,3.67,0.69
1.37,3.816,3.67,0.69
1.5,3.828,3.67,0.65
1.41,3.828,3.67,0.65
1.39,3.828,3.67,0.65
1.36,3.777,3.67,0.84
1.36,3.806,3.67,0.72
1.49,3.831,3.68,0.64
1.5,3.844,3.68,0.6
1.49,3.844,3.69,0.6
1.49,3.828,3.69,0.65
1.4,3.828,3.69,0.65
1.39,3.828,3.69,0.65
1.35,3.806,3.7,0.72
1.35,3.809,3.7,0.71
1.48,3.822,3.7,0.67
1.42,3.822,3.7,0.67
1.37,3.822,3.7,0.67
1.49,3.834,3.7,0.63
1.34,3.8,3.7,0.74
1.49,3.837,3.7,0.62
1.49,3.825,3.7,0.66
1.41,3.825,3.7,0.66
1.38,3.825,3.7,0.66
1.48,3.816,3.71,0.69
1.45,3.816,3.71,0.69
1.36,3.816,3.71,0.69
1.34,3.803,3.71,0.73
1.48,3.816,3.71,0.69
1.45,3.816,3.71,0.69
1.36,3.816,3.71,0.69
1.48,3.822,3.71,0.67
1.42,3.822,3.71,0.67
1.37,3.822,3.71,0.67
1.34,3.8,3.72,0.74
1.47,3.813,3.72,0.7
1.46,3.813,3.72,0.7
1.35,3.813,3.72,0.7
1.48,3.831,3.72,0.64
1.34,3.803,3.73,0.73
1.47,3.822,3.73,0.67
1.4,3.822,3.73,0.67
1.37,3.822,3.73,0.67
1.48,3.847,3.73,0.59
1.47,3.819,3.74,0.68
1.41,3.819,3.74,0.68
1.36,3.819,3.74,0.68
1.47,3.819,3.74,0.68
1.41,3.819,3.74,0.68
1.36,3.819,3.74,0.68
1.47,3.819,3.74,0.68
1.41,3.819,3.74,0.68
1.36,3.819,3.74,0.68
1.47,3.831,3.74,0.64
1.47,3.834,3.74,0.63
1.47,3.816,3.74,0.69
1.43,3.816,3.74,0.69
1.35,3.816,3.74,0.69
1.47,3.844,3.75,0.6
1.46,3.816,3.75,0.69
1.42,3.816,3.75,0.69
1.35,3.816,3.75,0.69
1.47,3.841,3.75,0.61
1.47,3.837,3.76,0.62
1.47,3.834,3.76,0.63
1.46,3.834,3.77,0.63
1.45,3.813,3.77,0.7
1.43,3.813,3.77,0.7
1.34,3.813,3.77,0.7
1.46,3.834,3.77,0.63
1.33,3.806,3.78,0.72
1.32,3.803,3.78,0.73
1.47,3.85,3.79,0.58
1.32,3.803,3.79,0.73
1.45,3.831,3.79,0.64
1.45,3.828,3.79,0.65
1.45,3.822,3.8,0.67
1.36,3.822,3.8,0.67
1.35,3.822,3.8,0.67
1.45,3.819,3.8,0.68
1.38,3.819,3.8,0.68
1.34,3.819,3.8,0.68
1.32,3.803,3.8,0.73
1.45,3.819,3.8,0.68
1.38,3.819,3.8,0.68
1.34,3.819,3.8,0.68
1.45,3.834,3.82,0.63
1.31,3.795,3.82,0.76
1.43,3.816,3.83,0.69
1.37,3.816,3.83,0.69
1.33,3.816,3.83,0.69
1.44,3.822,3.83,0.67
1.35,3.822,3.83,0.67
1.34,3.822,3.83,0.67
1.44,3.837,3.84,0.62
1.43,3.825,3.84,0.66
1.44,3.834,3.85,0.63
1.42,3.813,3.85,0.7
1.38,3.813,3.85,0.7
1.32,3.813,3.85,0.7
1.42,3.813,3.85,0.7
1.38,3.813,3.85,0.7
1.32,3.813,3.85,0.7
1.42,3.816,3.86,0.69
1.36,3.816,3.86,0.69
1.32,3.816,3.86,0.69
1.43,3.837,3.86,0.62
1.29,3.786,3.87,0.8
1.3,3.8,3.87,0.74
1.29,3.795,3.87,0.76
1.43,3.834,3.88,0.63
1.42,3.819,3.88,0.68
1.33,3.819,3.88,0.68
1.33,3.819,3.88,0.68
1.43,3.837,3.88,0.62
1.28,3.782,3.88,0.82
1.42,3.831,3.88,0.64
1.41,3.813,3.88,0.7
1.36,3.813,3.88,0.7
1.31,3.813,3.88,0.7
1.28,3.782,3.88,0.82
1.43,3.841,3.89,0.61
1.42,3.822,3.89,0.67
1.41,3.813,3.9,0.7
1.35,3.813,3.9,0.7
1.31,3.813,3.9,0.7
1.41,3.822,3.9,0.67
1.41,3.813,3.9,0.7
1.35,3.813,3.9,0.7
1.31,3.813,3.9,0.7
1.41,3.825,3.9,0.66
1.42,3.831,3.9,0.64
1.41,3.822,3.91,0.67
1.4,3.813,3.92,0.7
1.34,3.813,3.92,0.7
1.3,3.813,3.92,0.7
1.27,3.793,3.93,0.77
1.4,3.816,3.93,0.69
1.32,3.816,3.93,0.69
1.31,3.816,3.93,0.69
1.27,3.793,3.93,0.77
1.41,3.834,3.93,0.63
1.4,3.825,3.93,0.66
1.39,3.806,3.93,0.72
1.36,3.806,3.93,0.72
1.29,3.806,3.93,0.72
1.4,3.813,3.93,0.7
1.33,3.813,3.93,0.7
1.3,3.813,3.93,0.7
1.28,3.8,3.94,0.74
1.39,3.816,3.95,0.69
1.31,3.816,3.95,0.69
1.3,3.816,3.95,0.69
1.38,3.806,3.95,0.72
1.35,3.806,3.95,0.72
1.28,3.806,3.95,0.72
1.27,3.791,3.95,0.78
1.27,3.791,3.95,0.78
1.4,3.822,3.95,0.67
1.27,3.798,3.95,0.75
1.39,3.819,3.95,0.68
1.39,3.813,3.96,0.7
1.32,3.813,3.96,0.7
1.3,3.813,3.96,0.7
1.38,3.806,3.96,0.72
1.34,3.806,3.96,0.72
1.28,3.806,3.96,0.72
1.41,3.841,3.96,0.61
1.38,3.809,3.96,0.71
1.33,3.809,3.96,0.71
1.29,3.809,3.96,0.71
1.4,3.828,3.96,0.65
1.4,3.831,3.97,0.64
1.26,3.78,3.97,0.83
1.4,3.831,3.97,0.64
1.4,3.828,3.97,0.65
1.26,3.757,3.97,0.93
1.26,3.786,3.98,0.8
1.26,3.795,3.98,0.76
1.25,3.777,4.0,0.84
1.25,3.793,4.01,0.77
1.38,3.825,4.01,0.66
1.38,3.819,4.01,0.68
1.37,3.809,4.01,0.71
1.3,3.809,4.01,0.71
1.28,3.809,4.01,0.71
1.37,3.816,4.02,0.69
1.37,3.816,4.03,0.69
1.35,3.798,4.03,0.75
1.34,3.798,4.03,0.75
1.25,3.798,4.03,0.75
1.39,3.841,4.03,0.61
1.37,3.822,4.03,0.67
1.41,3.854,4.04,0.57
1.36,3.806,4.04,0.72
1.3,3.806,4.04,0.72
1.27,3.806,4.04,0.72
1.37,3.825,4.04,0.66
1.25,3.793,4.04,0.77
1.35,3.803,4.06,0.73
1.3,3.803,4.06,0.73
1.26,3.803,4.06,0.73
1.35,3.714,4.06,1.13
1.35,3.806,4.06,0.72
1.29,3.806,4.06,0.72
1.26,3.806,4.06,0.72
1.37,3.825,4.06,0.66
1.23,3.78,4.06,0.83
1.34,3.803,4.07,0.73
1.29,3.803,4.07,0.73
1.25,3.803,4.07,0.73
1.35,3.809,4.07,0.71
1.27,3.809,4.07,0.71
1.27,3.809,4.07,0.71
1.35,3.806,4.07,0.72
1.28,3.806,4.07,0.72
1.26,3.806,4.07,0.72
1.37,3.831,4.07,0.64
1.23,3.786,4.08,0.8
1.35,3.816,4.08,0.69
1.35,3.809,4.08,0.71
1.27,3.809,4.08,0.71
1.26,3.809,4.08,0.71
1.34,3.803,4.08,0.73
1.29,3.803,4.08,0.73
1.25,3.803,4.08,0.73
1.34,3.809,4.09,0.71
1.36,3.825,4.09,0.66
1.33,3.798,4.09,0.75
1.3,3.798,4.09,0.75
1.24,3.798,4.09,0.75
1.36,3.828,4.09,0.65
1.34,3.803,4.09,0.73
1.28,3.803,4.09,0.73
1.25,3.803,4.09,0.73
1.36,3.828,4.09,0.65
1.33,3.798,4.1,0.75
1.3,3.798,4.1,0.75
1.24,3.798,4.1,0.75
1.34,3.806,4.1,0.72
1.27,3.806,4.1,0.72
1.25,3.806,4.1,0.72
1.22,3.786,4.1,0.8
1.34,3.813,4.1,0.7
1.35,3.819,4.1,0.68
1.34,3.816,4.11,0.69
1.35,3.822,4.12,0.67
1.22,3.784,4.12,0.81
1.32,3.798,4.12,0.75
1.29,3.798,4.12,0.75
1.23,3.798,4.12,0.75
1.35,3.828,4.12,0.65
1.34,3.819,4.12,0.68
1.33,3.806,4.13,0.72
1.25,3.806,4.13,0.72
1.25,3.806,4.13,0.72
1.32,3.803,4.14,0.73
1.26,3.803,4.14,0.73
1.24,3.803,4.14,0.73
1.22,3.789,4.14,0.79
1.32,3.798,4.14,0.75
1.28,3.798,4.14,0.75
1.23,3.798,4.14,0.75
1.33,3.809,4.14,0.71
1.22,3.791,4.14,0.78
1.32,3.806,4.16,0.72
1.31,3.8,4.16,0.74
1.26,3.8,4.16,0.74
1.23,3.8,4.16,0.74
1.32,3.806,4.17,0.72
1.32,3.813,4.17,0.7
1.31,3.803,4.17,0.73
1.24,3.803,4.17,0.73
1.23,3.803,4.17,0.73
1.34,3.825,4.17,0.66
1.2,3.786,4.18,0.8
1.3,3.795,4.19,0.76
1.26,3.795,4.19,0.76
1.21,3.795,4.19,0.76
1.29,3.791,4.19,0.78
1.28,3.791,4.19,0.78
1.21,3.791,4.19,0.78
1.29,3.791,4.19,0.78
1.28,3.791,4.19,0.78
1.21,3.791,4.19,0.78
1.32,3.816,4.19,0.69
1.3,3.798,4.19,0.75
1.25,3.798,4.19,0.75
1.22,3.798,4.19,0.75
1.2,3.78,4.19,0.83
1.29,3.791,4.19,0.78
1.28,3.791,4.19,0.78
1.21,3.791,4.19,0.78
1.28,3.789,4.2,0.79
1.28,3.789,4.2,0.79
1.2,3.789,4.2,0.79
1.33,3.825,4.21,0.66
1.29,3.795,4.21,0.76
1.25,3.795,4.21,0.76
1.21,3.795,4.21,0.76
1.29,3.793,4.21,0.77
1.26,3.793,4.21,0.77
1.21,3.793,4.21,0.77
1.29,3.791,4.21,0.78
1.27,3.791,4.21,0.78
1.2,3.791,4.21,0.78
1.29,3.793,4.21,0.77
1.26,3.793,4.21,0.77
1.21,3.793,4.21,0.77
1.3,3.8,4.21,0.74
1.23,3.8,4.21,0.74
1.22,3.8,4.21,0.74
1.29,3.793,4.21,0.77
1.26,3.793,4.21,0.77
1.21,3.793,4.21,0.77
1.3,3.803,4.22,0.73
1.19,3.777,4.22,0.84
1.29,3.793,4.22,0.77
1.25,3.793,4.22,0.77
1.2,3.793,4.22,0.77
1.31,3.809,4.22,0.71
1.32,3.822,4.22,0.67
1.31,3.816,4.23,0.69
1.29,3.8,4.23,0.74
1.23,3.8,4.23,0.74
1.22,3.8,4.23,0.74
1.31,3.816,4.23,0.69
1.3,3.809,4.24,0.71
1.29,3.803,4.24,0.73
1.27,3.789,4.24,0.79
1.26,3.789,4.24,0.79
1.19,3.789,4.24,0.79
1.19,3.784,4.25,0.81
1.31,3.819,4.25,0.68
1.29,3.8,4.25,0.74
1.22,3.8,4.25,0.74
1.21,3.8,4.25,0.74
1.27,3.791,4.26,0.78
1.24,3.791,4.26,0.78
1.19,3.791,4.26,0.78
1.27,3.791,4.26,0.78
1.24,3.791,4.26,0.78
1.19,3.791,4.26,0.78
1.29,3.809,4.27,0.71
1.26,3.789,4.28,0.79
1.24,3.789,4.28,0.79
1.18,3.789,4.28,0.79
1.17,3.777,4.28,0.84
1.27,3.793,4.28,0.77
1.22,3.793,4.28,0.77
1.19,3.793,4.28,0.77
1.26,3.789,4.28,0.79
1.24,3.789,4.28,0.79
1.18,3.789,4.28,0.79
1.27,3.798,4.29,0.75
1.21,3.798,4.29,0.75
1.2,3.798,4.29,0.75
1.18,3.784,4.29,0.81
1.18,3.784,4.29,0.81
1.16,3.768,4.29,0.88
1.28,3.806,4.29,0.72
1.27,3.798,4.29,0.75
1.21,3.798,4.29,0.75
1.2,3.798,4.29,0.75
1.27,3.798,4.3,0.75
1.2,3.798,4.3,0.75
1.2,3.798,4.3,0.75
1.26,3.789,4.3,0.79
1.23,3.789,4.3,0.79
1.18,3.789,4.3,0.79
1.27,3.798,4.3,0.75
1.2,3.798,4.3,0.75
1.2,3.798,4.3,0.75
1.27,3.8,4.31,0.74
1.26,3.793,4.31,0.77
1.21,3.793,4.31,0.77
1.19,3.793,4.31,0.77
1.16,3.773,4.31,0.86
1.28,3.803,4.31,0.73
1.16,3.775,4.32,0.85
1.27,3.798,4.32,0.75
1.16,3.777,4.32,0.84
1.27,3.803,4.32,0.73
1.26,3.793,4.32,0.77
1.21,3.793,4.32,0.77
1.19,3.793,4.32,0.77
1.27,3.803,4.32,0.73
1.15,3.761,4.33,0.91
1.27,3.803,4.33,0.73
1.28,3.813,4.33,0.7
1.27,3.8,4.33,0.74
1.27,3.806,4.33,0.72
1.16,3.782,4.34,0.82
1.24,3.786,4.35,0.8
1.21,3.786,4.35,0.8
1.17,3.786,4.35,0.8
1.15,3.764,4.35,0.9
1.27,3.806,4.36,0.72
1.15,3.777,4.36,0.84
1.25,3.793,4.36,0.77
1.19,3.793,4.36,0.77
1.18,3.793,4.36,0.77
1.23,3.784,4.36,0.81
1.22,3.784,4.36,0.81
1.16,3.784,4.36,0.81
1.24,3.786,4.36,0.8
1.21,3.786,4.36,0.8
1.16,3.786,4.36,0.8
1.27,3.806,4.37,0.72
1.24,3.791,4.37,0.78
1.19,3.791,4.37,0.78
1.17,3.791,4.37,0.78
1.27,3.806,4.37,0.72
1.23,3.784,4.38,0.81
1.21,3.784,4.38,0.81
1.16,3.784,4.38,0.81
1.25,3.8,4.38,0.74
1.15,3.777,4.38,0.84
1.23,3.786,4.38,0.8
1.2,3.786,4.38,0.8
1.16,3.786,4.38,0.8
1.14,3.77,4.39,0.87
1.23,3.784,4.39,0.81
1.2,3.784,4.39,0.81
1.15,3.784,4.39,0.81
1.25,3.795,4.39,0.76
1.25,3.8,4.4,0.74
1.25,3.798,4.4,0.75
1.25,3.803,4.4,0.73
1.24,3.795,4.4,0.76
1.22,3.782,4.41,0.82
1.2,3.782,4.41,0.82
1.15,3.782,4.41,0.82
1.13,3.761,4.41,0.91
1.14,3.775,4.41,0.85
1.23,3.791,4.41,0.78
1.17,3.791,4.41,0.78
1.16,3.791,4.41,0.78
1.24,3.798,4.41,0.75
1.23,3.786,4.41,0.8
1.19,3.786,4.41,0.8
1.16,3.786,4.41,0.8
1.13,3.768,4.41,0.88
1.14,3.775,4.41,0.85
1.22,3.782,4.41,0.82
1.2,3.782,4.41,0.82
1.15,3.782,4.41,0.82
1.21,3.78,4.42,0.83
1.2,3.78,4.42,0.83
1.14,3.78,4.42,0.83
1.22,3.782,4.42,0.82
1.2,3.782,4.42,0.82
1.14,3.782,4.42,0.82
1.23,3.791,4.42,0.78
1.24,3.795,4.43,0.76
1.24,3.795,4.43,0.76
1.24,3.8,4.43,0.74
1.24,3.795,4.43,0.76
1.23,3.789,4.43,0.79
1.17,3.789,4.43,0.79
1.16,3.789,4.43,0.79
1.24,3.8,4.44,0.74
1.23,3.793,4.44,0.77
1.23,3.795,4.44,0.76
1.21,3.782,4.44,0.82
1.19,3.782,4.44,0.82
1.14,3.782,4.44,0.82
1.23,3.795,4.44,0.76
1.22,3.786,4.44,0.8
1.17,3.786,4.44,0.8
1.15,3.786,4.44,0.8
1.23,3.798,4.45,0.75
1.21,3.784,4.45,0.81
1.18,3.784,4.45,0.81
1.14,3.784,4.45,0.81
1.22,3.786,4.45,0.8
1.17,3.786,4.45,0.8
1.15,3.786,4.45,0.8
1.21,3.784,4.45,0.81
1.18,3.784,4.45,0.81
1.14,3.784,4.45,0.81
1.2,3.78,4.46,0.83
1.18,3.78,4.46,0.83
1.13,3.78,4.46,0.83
1.25,3.813,4.46,0.7
1.21,3.786,4.46,0.8
1.17,3.786,4.46,0.8
1.15,3.786,4.46,0.8
1.21,3.782,4.46,0.82
1.18,3.782,4.46,0.82
1.14,3.782,4.46,0.82
1.21,3.784,4.46,0.81
1.17,3.784,4.46,0.81
1.14,3.784,4.46,0.81
1.2,3.777,4.46,0.84
1.19,3.777,4.46,0.84
1.13,3.777,4.46,0.84
1.23,3.798,4.47,0.75
1.12,3.77,4.47,0.87
1.21,3.786,4.47,0.8
1.16,3.786,4.47,0.8
1.15,3.786,4.47,0.8
1.19,3.777,4.47,0.84
1.19,3.777,4.47,0.84
1.13,3.777,4.47,0.84
1.23,3.798,4.48,0.75
1.22,3.791,4.48,0.78
1.23,3.8,4.48,0.74
1.22,3.793,4.48,0.77
1.22,3.791,4.48,0.78
1.22,3.791,4.48,0.78
1.21,3.791,4.49,0.78
1.22,3.798,4.49,0.75
1.24,3.806,4.5,0.72
1.19,3.777,4.5,0.84
1.17,3.777,4.5,0.84
1.12,3.777,4.5,0.84
1.24,3.809,4.5,0.71
1.11,3.759,4.5,0.92
1.2,3.782,4.5,0.82
1.16,3.782,4.5,0.82
1.13,3.782,4.5,0.82
1.11,3.77,4.5,0.87
1.11,3.77,4.5,0.87
1.22,3.795,4.51,0.76
1.2,3.784,4.51,0.81
1.15,3.784,4.51,0.81
1.13,3.784,4.51,0.81
1.21,3.791,4.52,0.78
1.2,3.784,4.52,0.81
1.15,3.784,4.52,0.81
1.13,3.784,4.52,0.81
1.22,3.803,4.53,0.73
1.21,3.795,4.54,0.76
1.1,3.768,4.54,0.88
1.2,3.791,4.54,0.78
1.19,3.782,4.54,0.82
1.14,3.782,4.54,0.82
1.12,3.782,4.54,0.82
1.22,3.8,4.55,0.74
1.09,3.755,4.55,0.94
1.1,3.77,4.55,0.87
1.19,3.784,4.55,0.81
1.13,3.784,4.55,0.81
1.13,3.784,4.55,0.81
1.21,3.795,4.55,0.76
1.19,3.784,4.55,0.81
1.13,3.784,4.55,0.81
1.13,3.784,4.55,0.81
1.2,3.791,4.55,0.78
1.21,3.798,4.55,0.75
1.2,3.789,4.55,0.79
1.09,3.755,4.56,0.94
1.2,3.789,4.56,0.79
1.2,3.793,4.56,0.77
1.18,3.782,4.56,0.82
1.14,3.782,4.56,0.82
1.12,3.782,4.56,0.82
1.1,3.764,4.56,0.9
1.09,3.759,4.57,0.92
1.17,3.775,4.57,0.85
1.15,3.775,4.57,0.85
1.1,3.775,4.57,0.85
1.2,3.793,4.57,0.77
1.1,3.768,4.57,0.88
1.19,3.786,4.58,0.8
1.2,3.793,4.59,0.77
1.18,3.784,4.59,0.81
1.08,3.757,4.59,0.93
1.18,3.784,4.59,0.81
1.2,3.793,4.59,0.77
1.09,3.766,4.6,0.89
1.08,3.752,4.6,0.95
1.18,3.786,4.6,0.8
1.17,3.78,4.6,0.83
1.13,3.78,4.6,0.83
1.11,3.78,4.6,0.83
1.17,3.78,4.61,0.83
1.12,3.78,4.61,0.83
1.11,3.78,4.61,0.83
1.18,3.789,4.61,0.79
1.18,3.789,4.61,0.79
1.18,3.789,4.62,0.79
1.19,3.791,4.62,0.78
1.08,3.764,4.62,0.9
1.16,3.78,4.63,0.83
1.11,3.78,4.63,0.83
1.1,3.78,4.63,0.83
1.17,3.786,4.64,0.8
1.16,3.78,4.64,0.83
1.11,3.78,4.64,0.83
1.1,3.78,4.64,0.83
